Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,clean_review,temp_list
2589,nails worked great in my new dewalt coil siding nailer,0,0,0,0,0,1,0,0,0,0,0,1,nails worked great new dewalt coil siding nailer,"['nails', 'worked', 'great', 'new', 'dewalt', 'coil', 'siding', 'nailer']"
2590,"this toilet is lower than other toilets, which i wanted since i'm short. didn't think i would like low flow flush, but it is very nice. great price too!",0,0,0,1,0,0,0,0,1,0,0,1,toilet lower toilets wanted since short not think would like low flow flush nice great price,"['toilet', 'lower', 'toilets', 'wanted', 'since', 'short', 'not', 'think', 'would', 'like', 'low', 'flow', 'flush', 'nice', 'great', 'price']"
2591,"for the added security of knowing you have the ability to watch over your home/possessions while away puts your mind at ease. we have two of these units in our garage. one monitors the cars and tools in the garage, the other, is in the attached 1/2 car enclosed shed that houses more tools and equipment.the pros:- instant notifications- ability to see activity live and interact with anyone that comes with distance of triggering the unit- you are in control of when and how you want the units set i.e. set times of when you want them on or offcons:- having to pay to get the recorded snippets or any live content- the whole purpose of getting a system like this is to capture those moments when there may be an intrusion of some sort, not having that means you have paid for something and get nothing. i am truly disappointed that because of an upgraded camera, you are subject to the fees associated with maintaining it to its full functionality.",0,0,0,0,1,1,0,0,1,0,0,1,added security knowing ability watch home possessions away puts mind ease two units garage one monitors cars tools garage attached car enclosed shed houses tools equipment pros instant notifications ability see activity live interact anyone comes distance triggering unit control want units set e set times want offcons pay get recorded snippets live content whole purpose getting system like capture moments may intrusion sort not means paid something get nothing truly disappointed upgraded camera subject fees associated maintaining full functionality,"['added', 'security', 'knowing', 'ability', 'watch', 'home', 'possessions', 'away', 'puts', 'mind', 'ease', 'two', 'units', 'garage', 'one', 'monitors', 'cars', 'tools', 'garage', 'attached', 'car', 'enclosed', 'shed', 'houses', 'tools', 'equipment', 'pros', 'instant', 'notifications', 'ability', 'see', 'activity', 'live', 'interact', 'anyone', 'comes', 'distance', 'triggering', 'unit', 'control', 'want', 'units', 'set', 'e', 'set', 'times', 'want', 'offcons', 'pay', 'get', 'recorded', 'snippets', 'live', 'content', 'whole', 'purpose', 'getting', 'system', 'like', 'capture', 'moments', 'may', 'intrusion', 'sort', 'not', 'means', 'paid', 'something', 'get', 'nothing', 'truly', 'disappointed', 'upgraded', 'camera', 'subject', 'fees', 'associated', 'maintaining', 'full', 'functionality']"
2592,"good quality, works well for what i need. solid vise for the money.",0,0,0,0,0,1,0,0,1,1,0,1,good quality works well need solid vise money,"['good', 'quality', 'works', 'well', 'need', 'solid', 'vise', 'money']"
2593,worked as advertised and it was a reasonable price and good quality,0,0,0,0,0,0,0,0,1,1,0,1,worked advertised reasonable price good quality,"['worked', 'advertised', 'reasonable', 'price', 'good', 'quality']"
2594,excellent quality highly recommended.,0,0,0,0,0,0,0,0,0,1,0,1,excellent quality highly recommended,"['excellent', 'quality', 'highly', 'recommended']"
2595,sturdy and perfect size for what i needed.,0,0,0,1,0,0,0,0,0,1,0,1,sturdy perfect size needed,"['sturdy', 'perfect', 'size', 'needed']"
2596,i got the 24 inch model and its only 23 inches high. window screens have to be a pretty exact size to fit snugly. whats the point of selling one if you have that much variation/error in your manufacturing process?,0,0,0,1,0,0,0,0,0,0,0,1,got inch model inches high window screens pretty exact size fit snugly whats point selling one much variation error manufacturing process,"['got', 'inch', 'model', 'inches', 'high', 'window', 'screens', 'pretty', 'exact', 'size', 'fit', 'snugly', 'whats', 'point', 'selling', 'one', 'much', 'variation', 'error', 'manufacturing', 'process']"
2597,good quality and i like the the way sprays water. i would give it 4 stars,0,0,0,0,0,0,0,0,0,1,0,1,good quality like way sprays water would give stars,"['good', 'quality', 'like', 'way', 'sprays', 'water', 'would', 'give', 'stars']"
2598,"why aren't all floor plug assemblies like this, the plug receptacles are recessed so there is no stress on the plugs? i wish this company made a four and a six outlet unit. great quality. good price.",0,0,1,0,0,0,0,0,1,1,0,1,not floor plug assemblies like plug receptacles recessed no stress plugs wish company made four six outlet unit great quality good price,"['not', 'floor', 'plug', 'assemblies', 'like', 'plug', 'receptacles', 'recessed', 'no', 'stress', 'plugs', 'wish', 'company', 'made', 'four', 'six', 'outlet', 'unit', 'great', 'quality', 'good', 'price']"
2599,"it's very stout, and designed for installing above the ceiling from below, with a minimum amount of tools and no remodeling and/or extensive repair work needed to the ceiling.",0,0,0,0,0,0,0,0,0,1,0,1,stout designed installing ceiling minimum amount tools no remodeling extensive repair work needed ceiling,"['stout', 'designed', 'installing', 'ceiling', 'minimum', 'amount', 'tools', 'no', 'remodeling', 'extensive', 'repair', 'work', 'needed', 'ceiling']"
2600,great nails for the value. two of the nail strips were broken apart maybe a little better packaging would solve this issue but overall great nails.,0,1,0,0,0,0,0,0,1,0,0,0,great nails value two nail strips broken apart maybe little better packaging would solve issue overall great nails,"['great', 'nails', 'value', 'two', 'nail', 'strips', 'broken', 'apart', 'maybe', 'little', 'better', 'packaging', 'would', 'solve', 'issue', 'overall', 'great', 'nails']"
2601,"the adjustment setup nob is so stiff, hard to read, and tuff to turn... means that multiple attempts to make the water setup right, each time you move the sprinkler, you will be very wet when its finally setup. then, it broke third time changed set up. plastic base not strong enuf to support the hard turning of the adjust nob. would not recomend.",0,0,0,0,0,0,0,1,0,1,1,0,adjustment setup nob stiff hard read tuff turn means multiple attempts make water setup right time move sprinkler wet finally setup broke third time changed set plastic base not strong enuf support hard turning adjust nob would not recomend,"['adjustment', 'setup', 'nob', 'stiff', 'hard', 'read', 'tuff', 'turn', 'means', 'multiple', 'attempts', 'make', 'water', 'setup', 'right', 'time', 'move', 'sprinkler', 'wet', 'finally', 'setup', 'broke', 'third', 'time', 'changed', 'set', 'plastic', 'base', 'not', 'strong', 'enuf', 'support', 'hard', 'turning', 'adjust', 'nob', 'would', 'not', 'recomend']"
2602,the rotating spike lawn sprinkler works fantastic. it definitely feels like it is quality made. i love everything about it. it is easy to set up and use. i would definitely recommend it to anyone who needs one.,0,0,0,0,0,1,1,0,0,1,1,1,rotating spike lawn sprinkler works fantastic definitely feels like quality made love everything easy set use would definitely recommend anyone needs one,"['rotating', 'spike', 'lawn', 'sprinkler', 'works', 'fantastic', 'definitely', 'feels', 'like', 'quality', 'made', 'love', 'everything', 'easy', 'set', 'use', 'would', 'definitely', 'recommend', 'anyone', 'needs', 'one']"
2603,product worked flawlessly in my campbell hausfeld brad nailer.,0,0,0,0,0,1,0,0,0,0,0,1,product worked flawlessly campbell hausfeld brad nailer,"['product', 'worked', 'flawlessly', 'campbell', 'hausfeld', 'brad', 'nailer']"
2604,the bad. i was hoping for better quality images. the notifications do not work well. that is one of the main reasons i bought it. i wanted to know when my 1 year old wakes up. when you press the button to talk the incoming sound goes away. so you can't easily have a two-way conversation. i was going to add more camera's one piece at a time but at this point i am considering other options. the pros. the product does what it says it will do.,0,0,0,0,0,1,0,0,0,0,0,0,bad hoping better quality images notifications not work well one main reasons bought wanted know year old wakes press button talk incoming sound goes away not easily two way conversation going add camera one piece time point considering options pros product says,"['bad', 'hoping', 'better', 'quality', 'images', 'notifications', 'not', 'work', 'well', 'one', 'main', 'reasons', 'bought', 'wanted', 'know', 'year', 'old', 'wakes', 'press', 'button', 'talk', 'incoming', 'sound', 'goes', 'away', 'not', 'easily', 'two', 'way', 'conversation', 'going', 'add', 'camera', 'one', 'piece', 'time', 'point', 'considering', 'options', 'pros', 'product', 'says']"
2605,"too small, not strong enough",0,0,0,1,0,0,0,0,0,1,0,0,small not strong enough,"['small', 'not', 'strong', 'enough']"
2606,"easy to use, very sturdy, very well made. did not leak after it was attached to the hose!",0,0,0,0,0,0,0,0,0,1,1,1,easy use sturdy well made not leak attached hose,"['easy', 'use', 'sturdy', 'well', 'made', 'not', 'leak', 'attached', 'hose']"
2607,very good quality strong nails,0,0,0,0,0,0,0,0,0,1,0,1,good quality strong nails,"['good', 'quality', 'strong', 'nails']"
2608,shipped in plastic containers. ordered 2 boxes which both arrived smashed. many of the nail strips were also snapped leaving a bunch of what became single nails,0,1,0,0,0,0,0,0,0,0,0,0,shipped plastic containers ordered boxes arrived smashed many nail strips also snapped leaving bunch became single nails,"['shipped', 'plastic', 'containers', 'ordered', 'boxes', 'arrived', 'smashed', 'many', 'nail', 'strips', 'also', 'snapped', 'leaving', 'bunch', 'became', 'single', 'nails']"
2609,worked great. sharp and easy to use.,1,0,0,0,0,1,0,0,0,0,1,1,worked great sharp easy use,"['worked', 'great', 'sharp', 'easy', 'use']"
2610,"attached easily, blends in. great price for the buy. ????",0,0,0,0,0,0,1,0,1,0,0,1,attached easily blends great price buy,"['attached', 'easily', 'blends', 'great', 'price', 'buy']"
2611,excellent screen at affordable price.,0,0,0,0,0,0,0,0,1,0,0,1,excellent screen affordable price,"['excellent', 'screen', 'affordable', 'price']"
2612,perfect item all around! definitely recommend.,0,0,0,0,0,0,0,0,0,1,0,1,perfect item around definitely recommend,"['perfect', 'item', 'around', 'definitely', 'recommend']"
2613,as far as metal boxes go this one was perfect. the dead bull frog fit perfectly and the box fit in the small square grave. after a few months we'll be able to dig it up and have the skeleton to remember kermit.,0,0,0,1,0,0,0,0,0,0,0,1,far metal boxes go one perfect dead bull frog fit perfectly box fit small square grave months able dig skeleton remember kermit,"['far', 'metal', 'boxes', 'go', 'one', 'perfect', 'dead', 'bull', 'frog', 'fit', 'perfectly', 'box', 'fit', 'small', 'square', 'grave', 'months', 'able', 'dig', 'skeleton', 'remember', 'kermit']"
2614,"this it covers a wide area and you can also adjust the pattern, making watering super easy! i adjust how high and the amount of water at the faucet reducing how much water i really need. this is a great addition to my watering, highly recommend.",0,0,0,0,1,1,0,0,0,1,0,1,covers wide area also adjust pattern making watering super easy adjust high amount water faucet reducing much water really need great addition watering highly recommend,"['covers', 'wide', 'area', 'also', 'adjust', 'pattern', 'making', 'watering', 'super', 'easy', 'adjust', 'high', 'amount', 'water', 'faucet', 'reducing', 'much', 'water', 'really', 'need', 'great', 'addition', 'watering', 'highly', 'recommend']"
2615,"pretty sturdy. nothing flying through this stuff. some buggers squeak around the frame though, but that's not really related.anyway, good stuff, good for maybe a couple windows. make sure you take your measurements.",0,0,0,0,0,0,0,0,0,1,0,1,pretty sturdy nothing flying stuff buggers squeak around frame though not really related anyway good stuff good maybe couple windows make sure take measurements,"['pretty', 'sturdy', 'nothing', 'flying', 'stuff', 'buggers', 'squeak', 'around', 'frame', 'though', 'not', 'really', 'related', 'anyway', 'good', 'stuff', 'good', 'maybe', 'couple', 'windows', 'make', 'sure', 'take', 'measurements']"
2616,"i like the custom size diy aspect, but it was not easy to assemble. they magnetic tape went on very easily. the next magnetic sides were easy to put on, but the trouble came with installing the screen tightly and snapping on the white plastic trim. it took a long time for my 15""x39"" screen. after i installed the four corner pieces, i super glued them in place as i was worried that they would pull apart.overall it is working fine, but i would rather have had a rigid metal custom screen ordered online, which could also be installed with magnetic tape.",0,0,0,0,0,0,1,0,0,0,0,1,like custom size diy aspect not easy assemble magnetic tape went easily next magnetic sides easy put trouble came installing screen tightly snapping white plastic trim took long time screen installed four corner pieces super glued place worried would pull apart overall working fine would rather rigid metal custom screen ordered online could also installed magnetic tape,"['like', 'custom', 'size', 'diy', 'aspect', 'not', 'easy', 'assemble', 'magnetic', 'tape', 'went', 'easily', 'next', 'magnetic', 'sides', 'easy', 'put', 'trouble', 'came', 'installing', 'screen', 'tightly', 'snapping', 'white', 'plastic', 'trim', 'took', 'long', 'time', 'screen', 'installed', 'four', 'corner', 'pieces', 'super', 'glued', 'place', 'worried', 'would', 'pull', 'apart', 'overall', 'working', 'fine', 'would', 'rather', 'rigid', 'metal', 'custom', 'screen', 'ordered', 'online', 'could', 'also', 'installed', 'magnetic', 'tape']"
2617,this is perfect to screens. you do not have to always buy a new one. easy to patch a hole.,0,0,0,0,0,0,0,0,0,0,1,1,perfect screens not always buy new one easy patch hole,"['perfect', 'screens', 'not', 'always', 'buy', 'new', 'one', 'easy', 'patch', 'hole']"
2618,real strong . great clamping force . will last many many years. probably forever .,0,0,0,0,0,0,0,0,0,1,0,1,real strong great clamping force last many many years probably forever,"['real', 'strong', 'great', 'clamping', 'force', 'last', 'many', 'many', 'years', 'probably', 'forever']"
2619,"these seem a bit oversized, but still work in my chairs. the ties are very strong. well made product.",0,0,0,1,0,1,0,0,0,1,0,1,seem bit oversized still work chairs ties strong well made product,"['seem', 'bit', 'oversized', 'still', 'work', 'chairs', 'ties', 'strong', 'well', 'made', 'product']"
2620,they worked perfect !,0,0,0,0,0,1,0,0,0,0,0,1,worked perfect,"['worked', 'perfect']"
2621,"tried it out.. honest review will be it's cheap quality can cut through pipe but it's flimsy and breaks easy, better to purchase one at home depot or lowes",0,0,0,0,0,0,0,0,0,1,0,0,tried honest review cheap quality cut pipe flimsy breaks easy better purchase one home depot lowes,"['tried', 'honest', 'review', 'cheap', 'quality', 'cut', 'pipe', 'flimsy', 'breaks', 'easy', 'better', 'purchase', 'one', 'home', 'depot', 'lowes']"
2622,"after trying many kinds this is the one. love it, works great.",0,0,0,0,0,1,0,0,0,0,0,1,trying many kinds one love works great,"['trying', 'many', 'kinds', 'one', 'love', 'works', 'great']"
2623,"these chair cushions covered the seat and back of our outdoor chairs perfectly. they are thick and offer amazing support, almost like a mattress. (sitting too long on a hard surface is not good, and these cushions solve that problem). they come in brighter colors, but i like the subdued gray. i would highly recommend these if you have patio furniture. you might even find creative uses for indoors as well.",0,0,1,0,0,0,0,0,0,1,0,1,chair cushions covered seat back outdoor chairs perfectly thick offer amazing support almost like mattress sitting long hard surface not good cushions solve problem come brighter colors like subdued gray would highly recommend patio furniture might even find creative uses indoors well,"['chair', 'cushions', 'covered', 'seat', 'back', 'outdoor', 'chairs', 'perfectly', 'thick', 'offer', 'amazing', 'support', 'almost', 'like', 'mattress', 'sitting', 'long', 'hard', 'surface', 'not', 'good', 'cushions', 'solve', 'problem', 'come', 'brighter', 'colors', 'like', 'subdued', 'gray', 'would', 'highly', 'recommend', 'patio', 'furniture', 'might', 'even', 'find', 'creative', 'uses', 'indoors', 'well']"
2624,"i purchased this toilet to replace a glacier bay that often required 3 flushes to totally get rid of solid waste.  i read reviews and the marketing for all of the toilets at lowes and this seemed the most likely to meet our needs.  how disappointing.   the very first try required 3 flushes to eliminate all traces of solid waste.  the toilet plumbing is new, large, and clear.  there is no doubt this is the toilet and not the plumbing.  this toilet flushes very fast with seemingly little volume of fresh water.  it does seem to do ok cleaning the sides of the bowl (after three flushes) and is pretty quiet.  this was one of the most expensive toilets at lowes and i expected more for my money. (purchased 7/8/2021)",0,0,0,0,0,1,0,0,0,0,0,0,purchased toilet replace glacier bay often required flushes totally get rid solid waste read reviews marketing toilets lowes seemed likely meet needs disappointing first try required flushes eliminate traces solid waste toilet plumbing new large clear no doubt toilet not plumbing toilet flushes fast seemingly little volume fresh water seem ok cleaning sides bowl three flushes pretty quiet one expensive toilets lowes expected money purchased,"['purchased', 'toilet', 'replace', 'glacier', 'bay', 'often', 'required', 'flushes', 'totally', 'get', 'rid', 'solid', 'waste', 'read', 'reviews', 'marketing', 'toilets', 'lowes', 'seemed', 'likely', 'meet', 'needs', 'disappointing', 'first', 'try', 'required', 'flushes', 'eliminate', 'traces', 'solid', 'waste', 'toilet', 'plumbing', 'new', 'large', 'clear', 'no', 'doubt', 'toilet', 'not', 'plumbing', 'toilet', 'flushes', 'fast', 'seemingly', 'little', 'volume', 'fresh', 'water', 'seem', 'ok', 'cleaning', 'sides', 'bowl', 'three', 'flushes', 'pretty', 'quiet', 'one', 'expensive', 'toilets', 'lowes', 'expected', 'money', 'purchased']"
2625,"i rescrened all the windows around my house as they were older.  i used all the old screen frames, a 1/8 spline with pet resistance screen.  each one was like clockwork ine sfter another - easy.  i needed to replace one screen frame as it was bent and not salvagable.  i bought this kit, the spline in it would not take hold the screen to the frame.  the spline thay comes with it is smooth so i used the ribbed spline i bought, that would not take either and hold the screen in.  long story short i had to start over with a new kit.",1,0,0,0,0,0,0,0,0,0,0,0,rescrened windows around house older used old screen frames spline pet resistance screen one like clockwork ine sfter another easy needed replace one screen frame bent not salvagable bought kit spline would not take hold screen frame spline thay comes smooth used ribbed spline bought would not take either hold screen long story short start new kit,"['rescrened', 'windows', 'around', 'house', 'older', 'used', 'old', 'screen', 'frames', 'spline', 'pet', 'resistance', 'screen', 'one', 'like', 'clockwork', 'ine', 'sfter', 'another', 'easy', 'needed', 'replace', 'one', 'screen', 'frame', 'bent', 'not', 'salvagable', 'bought', 'kit', 'spline', 'would', 'not', 'take', 'hold', 'screen', 'frame', 'spline', 'thay', 'comes', 'smooth', 'used', 'ribbed', 'spline', 'bought', 'would', 'not', 'take', 'either', 'hold', 'screen', 'long', 'story', 'short', 'start', 'new', 'kit']"
2626,horrible quality. they stained easily and did not hold its shape. so disappointed but you get what you pay for and this went back to the store.,0,0,0,0,0,0,0,0,0,1,0,0,horrible quality stained easily not hold shape disappointed get pay went back store,"['horrible', 'quality', 'stained', 'easily', 'not', 'hold', 'shape', 'disappointed', 'get', 'pay', 'went', 'back', 'store']"
2627,"i have pretty hard water and use a well for irrigation. i have gone through a few of these in the four years i've been at my house because you can't completely take it apart to clean it. turns out its just easier to spend another $7 on a new one than try to clean it and not really succeed.works great though, plenty of options for what you may need. i really only use two or three of the options though. maybe i'll try a different type next time.",0,0,0,0,1,1,0,0,0,0,1,1,pretty hard water use well irrigation gone four years house not completely take apart clean turns easier spend another new one try clean not really succeed works great though plenty options may need really use two three options though maybe try different type next time,"['pretty', 'hard', 'water', 'use', 'well', 'irrigation', 'gone', 'four', 'years', 'house', 'not', 'completely', 'take', 'apart', 'clean', 'turns', 'easier', 'spend', 'another', 'new', 'one', 'try', 'clean', 'not', 'really', 'succeed', 'works', 'great', 'though', 'plenty', 'options', 'may', 'need', 'really', 'use', 'two', 'three', 'options', 'though', 'maybe', 'try', 'different', 'type', 'next', 'time']"
2628,"i purchased one of these to water a large area and it works great!  what i really like about this sprinkler is that you can adjust both the back and forth positions and you can adjust the width of how wide the sprinkler waters.  i'm so happy with how this works that i bought a second one for full coverage of my backyard.  melnor has a lifetime warranty on this sprinkler so if it stops working, it should be covered.  i would highly recommend this sprinkler.",0,0,0,0,1,1,0,0,0,1,0,1,purchased one water large area works great really like sprinkler adjust back forth positions adjust width wide sprinkler waters happy works bought second one full coverage backyard melnor lifetime warranty sprinkler stops working covered would highly recommend sprinkler,"['purchased', 'one', 'water', 'large', 'area', 'works', 'great', 'really', 'like', 'sprinkler', 'adjust', 'back', 'forth', 'positions', 'adjust', 'width', 'wide', 'sprinkler', 'waters', 'happy', 'works', 'bought', 'second', 'one', 'full', 'coverage', 'backyard', 'melnor', 'lifetime', 'warranty', 'sprinkler', 'stops', 'working', 'covered', 'would', 'highly', 'recommend', 'sprinkler']"
2629,"very easy to use,strong light weight",0,0,0,1,0,0,0,0,0,1,1,1,easy use strong light weight,"['easy', 'use', 'strong', 'light', 'weight']"
2630,"clamps down very well, would recommend.",0,0,0,0,0,0,0,0,0,1,0,1,clamps well would recommend,"['clamps', 'well', 'would', 'recommend']"
2631,great value for money,0,0,0,0,0,0,0,0,1,0,0,1,great value money,"['great', 'value', 'money']"
2632,works well for remodeling. easy to use,0,0,0,0,0,1,0,0,0,0,1,1,works well remodeling easy use,"['works', 'well', 'remodeling', 'easy', 'use']"
2633,"easy to install, very sturdy and my cats are big! i highly recommend using this screen if you have playful, big cats that has taken a flight ride out of the window.",0,0,0,0,0,0,1,0,0,1,0,1,easy install sturdy cats big highly recommend using screen playful big cats taken flight ride window,"['easy', 'install', 'sturdy', 'cats', 'big', 'highly', 'recommend', 'using', 'screen', 'playful', 'big', 'cats', 'taken', 'flight', 'ride', 'window']"
2634,the screen is very sturdy and defiitely suits my needs.,0,0,0,0,0,0,0,0,0,1,0,1,screen sturdy defiitely suits needs,"['screen', 'sturdy', 'defiitely', 'suits', 'needs']"
2635,durable and looks great,0,0,1,0,0,0,0,0,0,1,0,1,durable looks great,"['durable', 'looks', 'great']"
2636,"easy fit, quick reload, no nail gun jams and excellent for trim, molding, panelling and even holding larger project boards in place while drilling, adding bolts or screws.",0,0,0,1,0,1,0,0,0,0,0,1,easy fit quick reload no nail gun jams excellent trim molding panelling even holding larger project boards place drilling adding bolts screws,"['easy', 'fit', 'quick', 'reload', 'no', 'nail', 'gun', 'jams', 'excellent', 'trim', 'molding', 'panelling', 'even', 'holding', 'larger', 'project', 'boards', 'place', 'drilling', 'adding', 'bolts', 'screws']"
2637,really strong screen. looks good on my patio.,0,0,1,0,0,0,0,0,0,1,0,1,really strong screen looks good patio,"['really', 'strong', 'screen', 'looks', 'good', 'patio']"
2638,we already had one and wanted another for an area around our house. the local store was out of stock so we bought here. it works great and not too difficult to install.,0,0,0,0,0,1,1,0,0,0,0,1,already one wanted another area around house local store stock bought works great not difficult install,"['already', 'one', 'wanted', 'another', 'area', 'around', 'house', 'local', 'store', 'stock', 'bought', 'works', 'great', 'not', 'difficult', 'install']"
2639,love these cushions.  comfortable.  used them to replace existing cushions that no longer matched my decor.  wonderful!,0,0,0,0,0,0,0,0,0,0,1,1,love cushions comfortable used replace existing cushions no longer matched decor wonderful,"['love', 'cushions', 'comfortable', 'used', 'replace', 'existing', 'cushions', 'no', 'longer', 'matched', 'decor', 'wonderful']"
2640,"easy to install. quality of video is good. however, wifi is slow most of the time even with wifi booster. very hard to retrieve video of motion detected.",0,0,0,0,0,1,1,0,0,1,0,1,easy install quality video good however wifi slow time even wifi booster hard retrieve video motion detected,"['easy', 'install', 'quality', 'video', 'good', 'however', 'wifi', 'slow', 'time', 'even', 'wifi', 'booster', 'hard', 'retrieve', 'video', 'motion', 'detected']"
2641,"they're a little better than the junk chinese cutters out there that i've tried, but not by much. there is just way too much slack in the hinge to allow perfectly square cuts.",1,0,0,0,0,0,0,0,0,0,0,0,little better junk chinese cutters tried not much way much slack hinge allow perfectly square cuts,"['little', 'better', 'junk', 'chinese', 'cutters', 'tried', 'not', 'much', 'way', 'much', 'slack', 'hinge', 'allow', 'perfectly', 'square', 'cuts']"
2642,"they are nicely padded, i could have bought a slightly larger size but good quality",0,0,0,1,0,0,0,0,0,1,0,1,nicely padded could bought slightly larger size good quality,"['nicely', 'padded', 'could', 'bought', 'slightly', 'larger', 'size', 'good', 'quality']"
2643,"well made, very good materials, does the job well",0,0,0,0,0,1,0,1,0,1,0,1,well made good materials job well,"['well', 'made', 'good', 'materials', 'job', 'well']"
2644,great quality for a good price. very pleased!,0,0,0,0,0,0,0,0,1,1,0,1,great quality good price pleased,"['great', 'quality', 'good', 'price', 'pleased']"
2645,"purchased two of these to replace existing toilets which had been in the house since it was built. advertised as ""flushed tested""- one works great but the other one was obviously not flush tested. inside parts were loose which caused flooding when water was attached.   installer had to tighten all parts.  this particular toilet still does not will not shut off with refill. hoping installer can adjust when he comes back.  will not return as i had to pay to have it installed and will have to pay to remove and return it.  buyer beware- not all as created equally.  as a side note, the one installed in the master bath works ok.so i gave the overall purchase a 3.",0,0,0,0,0,1,1,0,0,0,0,0,purchased two replace existing toilets house since built advertised flushed tested one works great one obviously not flush tested inside parts loose caused flooding water attached installer tighten parts particular toilet still not not shut refill hoping installer adjust comes back not return pay installed pay remove return buyer beware not created equally side note one installed master bath works ok gave overall purchase,"['purchased', 'two', 'replace', 'existing', 'toilets', 'house', 'since', 'built', 'advertised', 'flushed', 'tested', 'one', 'works', 'great', 'one', 'obviously', 'not', 'flush', 'tested', 'inside', 'parts', 'loose', 'caused', 'flooding', 'water', 'attached', 'installer', 'tighten', 'parts', 'particular', 'toilet', 'still', 'not', 'not', 'shut', 'refill', 'hoping', 'installer', 'adjust', 'comes', 'back', 'not', 'return', 'pay', 'installed', 'pay', 'remove', 'return', 'buyer', 'beware', 'not', 'created', 'equally', 'side', 'note', 'one', 'installed', 'master', 'bath', 'works', 'ok', 'gave', 'overall', 'purchase']"
2646,"the supplied tools are very handy and made the install pretty easy. unfortunately the screen material is quite flimsy. you have to be very careful setting the spline or the roller will cut the screen. after a couple of tries, i was able to install it without damaging it. we'll see if the screen holds up against my small dog's paws.",0,0,0,0,0,0,1,1,0,0,0,0,supplied tools handy made install pretty easy unfortunately screen material quite flimsy careful setting spline roller cut screen couple tries able install without damaging see screen holds small dog paws,"['supplied', 'tools', 'handy', 'made', 'install', 'pretty', 'easy', 'unfortunately', 'screen', 'material', 'quite', 'flimsy', 'careful', 'setting', 'spline', 'roller', 'cut', 'screen', 'couple', 'tries', 'able', 'install', 'without', 'damaging', 'see', 'screen', 'holds', 'small', 'dog', 'paws']"
2647,i used this to secure a vanity mirror to a desk. works great and the grippy side is sturdy without cutting into the desk or the vanity base. works gteat,0,0,0,0,0,1,0,0,0,0,0,1,used secure vanity mirror desk works great grippy side sturdy without cutting desk vanity base works gteat,"['used', 'secure', 'vanity', 'mirror', 'desk', 'works', 'great', 'grippy', 'side', 'sturdy', 'without', 'cutting', 'desk', 'vanity', 'base', 'works', 'gteat']"
2648,"i love this camera. the quality of the picture is amazing. setup was a breeze since i already have a ""nest"" system in the house. looking forward to fine tuning it, but it is exactly what i wanted.",0,0,0,0,0,0,0,0,0,1,0,1,love camera quality picture amazing setup breeze since already nest system house looking forward fine tuning exactly wanted,"['love', 'camera', 'quality', 'picture', 'amazing', 'setup', 'breeze', 'since', 'already', 'nest', 'system', 'house', 'looking', 'forward', 'fine', 'tuning', 'exactly', 'wanted']"
2649,love these so soft well made,0,0,0,0,0,0,0,1,0,1,0,1,love soft well made,"['love', 'soft', 'well', 'made']"
2650,"measurements were perfect for the patio chairs. comfortable, good color.",0,0,1,0,0,0,0,0,0,0,1,1,measurements perfect patio chairs comfortable good color,"['measurements', 'perfect', 'patio', 'chairs', 'comfortable', 'good', 'color']"
2651,this tool performs as described very well,0,0,0,0,0,1,0,0,0,0,0,1,tool performs described well,"['tool', 'performs', 'described', 'well']"
2652,great buy for the price.  sunbrella is really expensive.,0,0,0,0,0,0,0,0,1,0,0,1,great buy price sunbrella really expensive,"['great', 'buy', 'price', 'sunbrella', 'really', 'expensive']"
2653,"easy to use, it had everything i needed (just so you know, the spline separates in two so you have plenty for two windows) but there were no instructions included. i deducted a star because of this, i shouldn't have to go to youtube to look up something that half a sheet of paper could've cleared up. otherwise, i'm very happy to have a screen in my screen door again that's not flapping in the breeze.",0,0,0,0,0,1,1,0,0,0,1,1,easy use everything needed know spline separates two plenty two windows no instructions included deducted star not go youtube look something half sheet paper could cleared otherwise happy screen screen door not flapping breeze,"['easy', 'use', 'everything', 'needed', 'know', 'spline', 'separates', 'two', 'plenty', 'two', 'windows', 'no', 'instructions', 'included', 'deducted', 'star', 'not', 'go', 'youtube', 'look', 'something', 'half', 'sheet', 'paper', 'could', 'cleared', 'otherwise', 'happy', 'screen', 'screen', 'door', 'not', 'flapping', 'breeze']"
2654,"higher and uses less water. basic toilet, good value.",0,0,0,0,1,0,0,0,1,0,0,1,higher uses less water basic toilet good value,"['higher', 'uses', 'less', 'water', 'basic', 'toilet', 'good', 'value']"
2655,cuts quite well and after ratcheting down the blade releases easily.,0,0,0,0,0,1,0,0,0,0,0,1,cuts quite well ratcheting blade releases easily,"['cuts', 'quite', 'well', 'ratcheting', 'blade', 'releases', 'easily']"
